WBS;Capitulo;Subcapitulo;Actividad;Semana;BAC;PV;EV;AC;Comentario_Operativo;Comentario_Administrativo
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;10;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;11;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;12;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;13;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;14;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;15;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;16;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;17;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;18;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;19;22925;0;0;0;No iniciada;No iniciada
4.2.7;4. Montaje;4.2 Equipos y Estructuras;Montaje TCs/TTs;20;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;1;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;2;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;3;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;4;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;5;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;6;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;7;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;8;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;9;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;10;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;11;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;12;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;13;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;14;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;15;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;16;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;17;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;18;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;19;22925;0;0;0;No iniciada;No iniciada
4.2.8;4. Montaje;4.2 Equipos y Estructuras;Alineacion;20;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;1;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;2;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;3;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;4;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;5;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;6;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;7;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;8;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;9;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;10;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;11;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;12;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;13;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;14;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;15;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;16;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;17;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;18;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;19;22925;0;0;0;No iniciada;No iniciada
4.2.9;4. Montaje;4.2 Equipos y Estructuras;Torqueo;20;22925;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;1;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;2;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;3;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;4;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;5;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;6;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;7;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;8;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;9;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;10;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;11;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;12;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;13;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;14;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;15;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;16;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;17;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;18;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;19;17685;0;0;0;No iniciada;No iniciada
4.3.1;4. Montaje;4.3 Tendido y Conexionado;Potencia a Celdas;20;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;1;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;2;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;3;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;4;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;5;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;6;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;7;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;8;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;9;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;10;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;11;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;12;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;13;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;14;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;15;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;16;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;17;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;18;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;19;17685;0;0;0;No iniciada;No iniciada
4.3.2;4. Montaje;4.3 Tendido y Conexionado;Control a Edificio;20;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;1;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;2;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;3;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;4;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;5;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;6;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;7;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;8;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;9;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;10;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;11;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;12;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;13;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;14;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;15;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;16;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;17;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;18;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;19;17685;0;0;0;No iniciada;No iniciada
4.3.3;4. Montaje;4.3 Tendido y Conexionado;BT en Trafo;20;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;1;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;2;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;3;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;4;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;5;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;6;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;7;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;8;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;9;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;10;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;11;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;12;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;13;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;14;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;15;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;16;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;17;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;18;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;19;17685;0;0;0;No iniciada;No iniciada
4.3.4;4. Montaje;4.3 Tendido y Conexionado;Muflas;20;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;1;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;2;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;3;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;4;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;5;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;6;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;7;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;8;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;9;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;10;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;11;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;12;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;13;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;14;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;15;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;16;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;17;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;18;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;19;17685;0;0;0;No iniciada;No iniciada
4.3.5;4. Montaje;4.3 Tendido y Conexionado;Peinado Tableros;20;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;1;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;2;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;3;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;4;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;5;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;6;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;7;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;8;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;9;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;10;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;11;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;12;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;13;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;14;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;15;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;16;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;17;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;18;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;19;17685;0;0;0;No iniciada;No iniciada
4.3.6;4. Montaje;4.3 Tendido y Conexionado;Fibra Optica;20;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;1;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;2;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;3;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;4;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;5;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;6;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;7;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;8;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;9;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;10;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;11;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;12;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;13;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;14;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;15;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;16;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;17;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;18;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;19;17685;0;0;0;No iniciada;No iniciada
4.3.7;4. Montaje;4.3 Tendido y Conexionado;Bandejas;20;17685;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;1;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;2;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;3;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;4;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;5;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;6;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;7;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;8;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;9;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;10;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;11;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;12;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;13;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;14;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;15;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;16;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;17;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;18;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;19;16506;0;0;0;No iniciada;No iniciada
4.4.1;4. Montaje;4.4 Salas Control;Fijacion Tableros;20;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;1;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;2;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;3;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;4;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;5;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;6;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;7;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;8;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;9;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;10;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;11;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;12;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;13;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;14;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;15;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;16;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;17;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;18;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;19;16506;0;0;0;No iniciada;No iniciada
4.4.2;4. Montaje;4.4 Salas Control;Montaje GIS;20;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;1;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;2;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;3;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;4;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;5;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;6;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;7;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;8;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;9;16506;0;0;0;No iniciada;No iniciada
4.4.3;4. Montaje;4.4 Salas Control;Banco Baterias;10;16506;0;0;0;No iniciada;No iniciada
